pump_id,timestamp,vibration_rms_g,vibration_peak_freq_hz,temperature_c,acoustic_level_db,current_draw_a,vibration_rms_roll_mean_6h,vibration_rms_roll_std_6h,RUL_days,right_censored,failure_mode_label,anomaly_label,data_split
PUMP_01,2026-05-06 11:00:00,0.1421,50.28,34.33,59.19,4.065,0.1535,0.0069,23.54,True,Normal,0,val
PUMP_01,2026-05-06 12:00:00,0.1519,50.39,33.15,58.63,4.16,0.1527,0.0067,23.5,True,Normal,0,val
PUMP_01,2026-05-06 13:00:00,0.1467,50.75,34.78,53.95,4.144,0.1522,0.0071,23.46,True,Normal,0,val
PUMP_01,2026-05-06 14:00:00,0.1279,49.04,34.31,57.69,3.984,0.1478,0.0121,23.42,True,Normal,0,val
PUMP_01,2026-05-06 15:00:00,0.1386,47.72,35.15,56.47,3.913,0.1439,0.0101,23.38,True,Normal,0,val
PUMP_01,2026-05-06 16:00:00,0.15,51.44,34.4,59.35,4.067,0.1429,0.0088,23.33,True,Normal,0,val
PUMP_01,2026-05-06 17:00:00,0.1489,51.03,33.82,59.26,3.99,0.144,0.0091,23.29,True,Normal,0,val
PUMP_01,2026-05-06 18:00:00,0.1366,49.2,33.52,58.47,4.038,0.1414,0.0086,23.25,True,Normal,0,val
PUMP_01,2026-05-06 19:00:00,0.1505,50.61,34.14,56.56,4.024,0.1421,0.0092,23.21,True,Normal,0,val
PUMP_01,2026-05-06 20:00:00,0.1266,51.89,33.98,59.79,4.007,0.1419,0.0096,23.17,True,Normal,0,val
PUMP_01,2026-05-06 21:00:00,0.1287,51.71,34.71,57.69,4.082,0.1402,0.011,23.12,True,Normal,0,val
PUMP_01,2026-05-06 22:00:00,0.1412,49.15,33.44,60.17,4.085,0.1388,0.01,23.08,True,Normal,0,val
PUMP_01,2026-05-06 23:00:00,0.1699,47.77,35.21,58.32,3.958,0.1422,0.0161,23.04,True,Normal,0,val
PUMP_01,2026-05-07 00:00:00,0.1524,48.02,34.76,58.61,3.926,0.1449,0.0163,23.0,True,Normal,0,val
PUMP_01,2026-05-07 01:00:00,0.1485,49.53,33.88,57.45,3.8,0.1445,0.0162,22.96,True,Normal,0,val
PUMP_01,2026-05-07 02:00:00,0.1782,52.19,35.08,59.69,3.972,0.1532,0.0183,22.92,True,Normal,0,val
PUMP_01,2026-05-07 03:00:00,0.1528,48.91,33.53,58.73,3.913,0.1572,0.014,22.88,True,Normal,0,val
PUMP_01,2026-05-07 04:00:00,0.1922,49.11,34.12,59.73,4.034,0.1657,0.0174,22.83,True,Normal,0,val
PUMP_01,2026-05-07 05:00:00,0.152,49.07,33.23,58.21,3.973,0.1627,0.0181,22.79,True,Normal,0,val
PUMP_01,2026-05-07 06:00:00,0.1448,49.2,35.11,57.94,3.982,0.1614,0.0192,22.75,True,Normal,0,val
PUMP_01,2026-05-07 07:00:00,0.1572,49.98,33.01,58.71,4.065,0.1629,0.0183,22.71,True,Normal,0,val
PUMP_01,2026-05-07 08:00:00,0.1549,48.08,33.14,59.73,4.032,0.159,0.0168,22.67,True,Normal,0,val
PUMP_01,2026-05-07 09:00:00,0.145,51.63,33.62,59.22,3.991,0.1577,0.0177,22.62,True,Normal,0,val
PUMP_01,2026-05-07 10:00:00,0.194,49.78,34.79,58.17,4.135,0.158,0.0184,22.58,True,Normal,0,val
PUMP_01,2026-05-07 11:00:00,0.1574,53.72,34.57,55.77,4.059,0.1589,0.0181,22.54,True,Normal,0,val
PUMP_01,2026-05-07 12:00:00,0.157,48.24,34.07,58.97,3.967,0.1609,0.0169,22.5,True,Normal,0,val
PUMP_01,2026-05-07 13:00:00,0.1405,52.38,34.61,56.27,3.97,0.1581,0.0189,22.46,True,Normal,0,val
PUMP_01,2026-05-07 14:00:00,0.1363,52.09,33.93,58.04,4.063,0.155,0.0209,22.42,True,Normal,0,val
PUMP_01,2026-05-07 15:00:00,0.1583,49.38,34.25,57.86,4.016,0.1572,0.0204,22.38,True,Normal,0,val
PUMP_01,2026-05-07 16:00:00,0.1162,49.41,34.99,56.3,3.91,0.1443,0.0167,22.33,True,Normal,0,val
PUMP_01,2026-05-07 17:00:00,0.1232,48.62,33.85,58.45,4.072,0.1386,0.0172,22.29,True,Normal,0,val
PUMP_01,2026-05-07 18:00:00,0.1363,48.64,33.54,60.59,4.101,0.1351,0.0146,22.25,True,Normal,0,val
PUMP_01,2026-05-07 19:00:00,0.1606,50.0,34.28,57.62,4.095,0.1385,0.018,22.21,True,Normal,0,val
PUMP_01,2026-05-07 20:00:00,0.1357,50.03,34.44,58.92,4.123,0.1384,0.018,22.17,True,Normal,0,val
PUMP_01,2026-05-07 21:00:00,0.1492,47.6,34.07,60.83,4.166,0.1369,0.0163,22.12,True,Normal,0,val
PUMP_01,2026-05-07 22:00:00,0.1454,53.44,34.6,59.04,4.138,0.1417,0.0129,22.08,True,Normal,0,val
PUMP_01,2026-05-07 23:00:00,0.1669,49.61,33.88,57.23,4.027,0.149,0.0127,22.04,True,Normal,0,val
PUMP_01,2026-05-08 00:00:00,0.1262,50.1,34.08,58.28,3.983,0.1473,0.0152,22.0,True,Normal,0,val
PUMP_01,2026-05-08 01:00:00,0.1636,49.06,34.22,58.58,3.854,0.1478,0.0157,21.96,True,Normal,0,val
PUMP_01,2026-05-08 02:00:00,0.152,49.6,34.17,59.72,4.001,0.1506,0.0146,21.92,True,Normal,0,val
PUMP_01,2026-05-08 03:00:00,0.1709,49.46,34.97,59.46,4.042,0.1542,0.0167,21.88,True,Normal,0,val
PUMP_01,2026-05-08 04:00:00,0.1464,50.0,34.22,54.68,4.003,0.1543,0.0166,21.83,True,Normal,0,val
PUMP_01,2026-05-08 05:00:00,0.16,49.98,33.82,56.97,3.849,0.1532,0.0158,21.79,True,Normal,0,val
PUMP_01,2026-05-08 06:00:00,0.1585,51.21,34.32,57.92,3.977,0.1586,0.0086,21.75,True,Normal,0,val
PUMP_01,2026-05-08 07:00:00,0.1446,50.34,34.61,56.78,4.052,0.1554,0.0098,21.71,True,Normal,0,val
PUMP_01,2026-05-08 08:00:00,0.1395,51.06,34.46,53.56,3.918,0.1533,0.0118,21.67,True,Normal,0,val
PUMP_01,2026-05-08 09:00:00,0.1484,49.99,34.43,57.13,4.013,0.1496,0.0081,21.62,True,Normal,0,val
PUMP_01,2026-05-08 10:00:00,0.1569,50.35,33.1,58.0,4.035,0.1513,0.0084,21.58,True,Normal,0,val
PUMP_01,2026-05-08 11:00:00,0.1412,49.64,32.5,57.37,4.089,0.1482,0.008,21.54,True,Normal,0,val
PUMP_01,2026-05-08 12:00:00,0.145,51.5,34.77,56.8,4.137,0.1459,0.0062,21.5,True,Normal,0,val
PUMP_01,2026-05-08 13:00:00,0.1191,50.48,34.26,58.05,3.97,0.1417,0.0127,21.46,True,Normal,0,val
PUMP_01,2026-05-08 14:00:00,0.1394,49.76,33.99,58.41,4.015,0.1417,0.0127,21.42,True,Normal,0,val
PUMP_01,2026-05-08 15:00:00,0.1583,49.72,34.42,57.44,4.017,0.1433,0.0143,21.38,True,Normal,0,val
PUMP_01,2026-05-08 16:00:00,0.1519,49.84,35.16,59.65,4.052,0.1425,0.0134,21.33,True,Normal,0,val
PUMP_01,2026-05-08 17:00:00,0.139,50.05,34.85,58.07,4.043,0.1421,0.0135,21.29,True,Normal,0,val
PUMP_01,2026-05-08 18:00:00,0.1437,49.92,34.58,56.95,4.114,0.1419,0.0135,21.25,True,Normal,0,val
PUMP_01,2026-05-08 19:00:00,0.1279,49.16,33.47,56.65,3.813,0.1434,0.0107,21.21,True,Normal,0,val
PUMP_01,2026-05-08 20:00:00,0.1657,51.15,33.55,57.74,4.033,0.1478,0.0137,21.17,True,Normal,0,val
PUMP_01,2026-05-08 21:00:00,0.1739,51.24,32.57,59.34,4.039,0.1503,0.0171,21.12,True,Normal,0,val
PUMP_01,2026-05-08 22:00:00,0.1475,52.68,34.38,57.01,3.981,0.1496,0.0172,21.08,True,Normal,0,val
PUMP_01,2026-05-08 23:00:00,0.1863,49.09,34.67,58.72,3.819,0.1575,0.0216,21.04,True,Normal,0,val
PUMP_01,2026-05-09 00:00:00,0.1398,51.0,34.71,58.11,3.995,0.1568,0.0221,21.0,True,Normal,0,val
PUMP_01,2026-05-09 01:00:00,0.1338,47.14,34.41,60.39,3.943,0.1578,0.0207,20.96,True,Normal,0,val
PUMP_01,2026-05-09 02:00:00,0.1444,51.24,33.91,58.47,4.134,0.1543,0.0209,20.92,True,Normal,0,val
PUMP_01,2026-05-09 03:00:00,0.1538,47.82,33.66,57.16,4.03,0.1509,0.0186,20.88,True,Normal,0,val
PUMP_01,2026-05-09 04:00:00,0.1933,48.52,33.5,58.88,3.936,0.1586,0.0252,20.83,True,Normal,0,val
PUMP_01,2026-05-09 05:00:00,0.1554,50.5,33.9,58.92,3.836,0.1534,0.0212,20.79,True,Normal,0,val
PUMP_01,2026-05-09 06:00:00,0.1471,49.07,33.41,57.52,4.047,0.1546,0.0205,20.75,True,Normal,0,val
PUMP_01,2026-05-09 07:00:00,0.1462,48.86,35.05,56.6,4.056,0.1567,0.0185,20.71,True,Normal,0,val
PUMP_01,2026-05-09 08:00:00,0.1758,49.27,33.22,58.64,3.983,0.1619,0.0187,20.67,True,Normal,0,val
PUMP_01,2026-05-09 09:00:00,0.172,51.09,33.88,58.08,4.048,0.165,0.0186,20.62,True,Normal,0,val
PUMP_01,2026-05-09 10:00:00,0.1477,48.6,32.84,56.18,3.972,0.1574,0.0133,20.58,True,Normal,0,val
PUMP_01,2026-05-09 11:00:00,0.1245,49.92,34.18,58.31,4.085,0.1522,0.019,20.54,True,Normal,0,val
PUMP_01,2026-05-09 12:00:00,0.1331,49.43,34.0,57.24,4.079,0.1499,0.0205,20.5,True,Normal,0,val
PUMP_01,2026-05-09 13:00:00,0.1732,51.23,33.79,56.18,3.869,0.1544,0.0224,20.46,True,Normal,0,val
PUMP_01,2026-05-09 14:00:00,0.1553,51.27,33.44,57.58,3.888,0.151,0.0199,20.42,True,Normal,0,val
PUMP_01,2026-05-09 15:00:00,0.1439,47.25,34.0,59.54,4.163,0.1463,0.0171,20.38,True,Normal,0,val
PUMP_01,2026-05-09 16:00:00,0.1694,51.57,33.67,59.45,4.075,0.1499,0.0196,20.33,True,Normal,0,val
PUMP_01,2026-05-09 17:00:00,0.1697,49.08,33.92,59.14,3.899,0.1574,0.0163,20.29,True,Normal,0,val
PUMP_01,2026-05-09 18:00:00,0.1395,50.35,35.17,58.32,3.874,0.1585,0.0145,20.25,True,Normal,0,val
PUMP_01,2026-05-09 19:00:00,0.1401,48.59,34.1,58.71,4.017,0.153,0.014,20.21,True,Normal,0,val
PUMP_01,2026-05-09 20:00:00,0.1326,50.56,34.32,58.12,3.909,0.1492,0.0162,20.17,True,Normal,0,val
PUMP_01,2026-05-09 21:00:00,0.1387,53.83,33.72,56.67,3.975,0.1483,0.0167,20.12,True,Normal,0,val
PUMP_01,2026-05-09 22:00:00,0.1227,50.19,33.53,56.91,3.996,0.1406,0.0157,20.08,True,Normal,0,val
PUMP_01,2026-05-09 23:00:00,0.1251,49.31,33.99,57.27,3.993,0.1331,0.0077,20.04,True,Normal,0,val
PUMP_01,2026-05-10 00:00:00,0.1242,49.65,35.5,59.68,4.09,0.1306,0.0077,20.0,True,Normal,0,val
PUMP_01,2026-05-10 01:00:00,0.1689,47.8,33.83,59.29,4.147,0.1354,0.0175,19.96,True,Normal,0,val
PUMP_01,2026-05-10 02:00:00,0.1316,52.17,34.22,56.7,3.962,0.1352,0.0176,19.92,True,Normal,0,val
PUMP_01,2026-05-10 03:00:00,0.1863,50.47,33.5,58.06,3.91,0.1431,0.0274,19.88,True,Normal,0,val
PUMP_01,2026-05-10 04:00:00,0.1477,48.43,32.35,57.52,4.031,0.1473,0.0255,19.83,True,Normal,0,val
PUMP_01,2026-05-10 05:00:00,0.1857,48.48,33.53,57.81,4.131,0.1574,0.0269,19.79,True,Normal,0,val
PUMP_01,2026-05-10 06:00:00,0.1545,50.02,35.43,57.36,3.968,0.1624,0.0218,19.75,True,Normal,0,val
PUMP_01,2026-05-10 07:00:00,0.1362,51.4,34.36,59.69,4.068,0.157,0.0239,19.71,True,Normal,0,val
PUMP_01,2026-05-10 08:00:00,0.1779,48.27,34.98,57.98,3.933,0.1647,0.0214,19.67,True,Normal,0,val
PUMP_01,2026-05-10 09:00:00,0.1781,51.67,33.79,58.26,4.002,0.1634,0.0199,19.62,True,Normal,0,val
PUMP_01,2026-05-10 10:00:00,0.1414,49.86,32.59,58.27,3.907,0.1623,0.0211,19.58,True,Normal,0,val
PUMP_01,2026-05-10 11:00:00,0.1476,48.6,33.33,56.77,4.001,0.156,0.0181,19.54,True,Normal,0,val
PUMP_01,2026-05-10 12:00:00,0.1364,49.3,34.24,58.13,3.991,0.1529,0.0199,19.5,True,Normal,0,val
PUMP_01,2026-05-10 13:00:00,0.1456,52.62,34.14,59.27,4.049,0.1545,0.0186,19.46,True,Normal,0,val
PUMP_01,2026-05-10 14:00:00,0.1466,47.92,33.99,59.77,4.142,0.1493,0.0147,19.42,True,Normal,0,val
PUMP_01,2026-05-10 15:00:00,0.1377,48.9,33.68,56.62,3.969,0.1425,0.0048,19.38,True,Normal,0,val
PUMP_01,2026-05-10 16:00:00,0.1141,51.43,34.56,56.18,3.84,0.138,0.0126,19.33,True,Normal,0,val
PUMP_01,2026-05-10 17:00:00,0.1316,50.32,33.7,58.07,3.984,0.1353,0.0119,19.29,True,Normal,0,val
PUMP_01,2026-05-10 18:00:00,0.1506,48.81,34.18,59.33,4.024,0.1377,0.0134,19.25,True,Normal,0,val
PUMP_01,2026-05-10 19:00:00,0.1372,51.45,34.12,58.43,4.016,0.1363,0.0129,19.21,True,Normal,0,val
PUMP_01,2026-05-10 20:00:00,0.1364,51.52,33.78,58.82,3.987,0.1346,0.0119,19.17,True,Normal,0,val
PUMP_01,2026-05-10 21:00:00,0.129,50.5,33.47,56.37,4.119,0.1332,0.0119,19.12,True,Normal,0,val
PUMP_01,2026-05-10 22:00:00,0.1358,49.08,33.74,57.31,4.011,0.1368,0.0075,19.08,True,Normal,0,val
PUMP_01,2026-05-10 23:00:00,0.1685,49.31,35.12,55.36,3.992,0.1429,0.0144,19.04,True,Normal,0,val
PUMP_01,2026-05-11 00:00:00,0.1329,50.43,34.67,57.83,3.938,0.14,0.0143,19.0,True,Normal,0,val
PUMP_01,2026-05-11 01:00:00,0.1634,48.03,34.61,55.4,3.86,0.1443,0.017,18.96,True,Normal,0,val
PUMP_01,2026-05-11 02:00:00,0.1557,51.99,33.53,59.6,4.026,0.1475,0.017,18.92,True,Normal,0,val
PUMP_01,2026-05-11 03:00:00,0.1607,52.55,33.14,59.87,4.02,0.1528,0.0149,18.88,True,Normal,0,val
PUMP_01,2026-05-11 04:00:00,0.1477,49.65,34.66,58.17,3.915,0.1548,0.0129,18.83,True,Normal,0,val
PUMP_01,2026-05-11 05:00:00,0.1544,50.53,34.54,56.18,3.996,0.1525,0.011,18.79,True,Normal,0,val
PUMP_01,2026-05-11 06:00:00,0.1599,51.78,34.08,58.45,3.988,0.157,0.0056,18.75,True,Normal,0,val
PUMP_01,2026-05-11 07:00:00,0.1518,52.93,33.78,60.23,3.95,0.155,0.0049,18.71,True,Normal,0,val
PUMP_01,2026-05-11 08:00:00,0.1636,52.34,33.12,58.57,3.937,0.1564,0.0061,18.67,True,Normal,0,val
PUMP_01,2026-05-11 09:00:00,0.1639,47.4,34.52,59.42,4.032,0.1569,0.0066,18.62,True,Normal,0,val
PUMP_01,2026-05-11 10:00:00,0.1876,49.53,34.71,57.42,3.982,0.1635,0.0128,18.58,True,Normal,0,val
PUMP_01,2026-05-11 11:00:00,0.1568,50.75,33.59,56.95,3.953,0.1639,0.0124,18.54,True,Normal,0,val
PUMP_01,2026-05-11 12:00:00,0.1213,49.26,33.54,57.91,3.931,0.1575,0.0216,18.5,True,Normal,0,val
PUMP_01,2026-05-11 13:00:00,0.1649,52.67,34.74,55.69,3.99,0.1597,0.0215,18.46,True,Normal,0,val
PUMP_01,2026-05-11 14:00:00,0.1419,52.44,33.61,60.72,4.074,0.1561,0.0226,18.42,True,Normal,0,val
PUMP_01,2026-05-11 15:00:00,0.1731,48.78,35.07,58.17,4.017,0.1576,0.0235,18.38,True,Normal,0,val
PUMP_01,2026-05-11 16:00:00,0.1634,49.76,33.93,59.04,3.981,0.1536,0.0189,18.33,True,Normal,0,val
PUMP_01,2026-05-11 17:00:00,0.1328,48.88,33.77,57.45,4.025,0.1496,0.0206,18.29,True,Normal,0,val
PUMP_01,2026-05-11 18:00:00,0.1508,49.71,34.03,56.15,4.109,0.1545,0.0153,18.25,True,Normal,0,val
PUMP_01,2026-05-11 19:00:00,0.1314,49.66,33.77,59.71,4.039,0.1489,0.0168,18.21,True,Normal,0,val
PUMP_01,2026-05-11 20:00:00,0.1414,51.43,34.68,56.65,4.021,0.1488,0.0169,18.17,True,Normal,0,val
PUMP_01,2026-05-11 21:00:00,0.1531,48.67,34.53,58.42,4.051,0.1455,0.0125,18.12,True,Normal,0,val
PUMP_01,2026-05-11 22:00:00,0.1617,46.07,34.65,58.53,3.987,0.1452,0.012,18.08,True,Normal,0,val
PUMP_01,2026-05-11 23:00:00,0.1608,47.59,34.11,58.09,4.015,0.1499,0.0117,18.04,True,Normal,0,val
PUMP_01,2026-05-12 00:00:00,0.1511,48.46,33.73,57.06,3.961,0.1499,0.0117,18.0,True,Normal,0,val
PUMP_01,2026-05-12 01:00:00,0.1898,49.02,33.99,57.82,3.876,0.1596,0.0165,17.96,True,Normal,0,val
PUMP_01,2026-05-12 02:00:00,0.1495,50.28,33.74,56.86,4.027,0.161,0.015,17.92,True,Normal,0,val
PUMP_01,2026-05-12 03:00:00,0.133,48.38,34.88,58.97,4.028,0.1576,0.0189,17.88,True,Normal,0,val
PUMP_01,2026-05-12 04:00:00,0.1374,48.18,34.6,58.69,3.977,0.1536,0.0204,17.83,True,Normal,0,val
PUMP_01,2026-05-12 05:00:00,0.1818,48.61,33.95,57.97,4.083,0.1571,0.0234,17.79,True,Normal,0,val
PUMP_01,2026-05-12 06:00:00,0.1589,48.33,33.44,57.32,3.942,0.1584,0.0232,17.75,True,Normal,0,val
PUMP_01,2026-05-12 07:00:00,0.162,49.17,34.92,60.53,3.858,0.1538,0.0179,17.71,True,Normal,0,val
PUMP_01,2026-05-12 08:00:00,0.1505,49.1,34.08,56.44,3.944,0.1539,0.0178,17.67,True,Normal,0,val
PUMP_01,2026-05-12 09:00:00,0.1503,51.03,33.92,56.15,3.877,0.1568,0.0149,17.62,True,Normal,0,val
PUMP_01,2026-05-12 10:00:00,0.1432,48.52,34.93,57.9,4.027,0.1578,0.0135,17.58,True,Normal,0,val
PUMP_01,2026-05-12 11:00:00,0.1597,49.46,33.69,57.69,3.94,0.1541,0.0073,17.54,True,Normal,0,val
PUMP_01,2026-05-12 12:00:00,0.1485,49.18,33.81,59.32,4.079,0.1524,0.0071,17.5,True,Normal,0,val
PUMP_01,2026-05-12 13:00:00,0.1539,51.21,33.86,58.78,4.077,0.151,0.0055,17.46,True,Normal,0,val
PUMP_01,2026-05-12 14:00:00,0.1501,49.77,33.21,58.04,3.926,0.151,0.0055,17.42,True,Normal,0,val
PUMP_01,2026-05-12 15:00:00,0.1365,51.58,34.19,58.6,3.935,0.1487,0.0081,17.38,True,Normal,0,val
PUMP_01,2026-05-12 16:00:00,0.1195,48.27,33.54,58.58,4.043,0.1447,0.0145,17.33,True,Normal,0,val
PUMP_01,2026-05-12 17:00:00,0.1172,49.93,33.66,60.52,4.078,0.1376,0.016,17.29,True,Normal,0,val
PUMP_01,2026-05-12 18:00:00,0.1854,49.14,33.58,58.3,3.839,0.1438,0.0254,17.25,True,Normal,0,val
PUMP_01,2026-05-12 19:00:00,0.1625,48.16,33.65,57.18,4.023,0.1452,0.0263,17.21,True,Normal,0,val
PUMP_01,2026-05-12 20:00:00,0.1614,49.9,33.5,58.24,3.824,0.1471,0.0271,17.17,True,Normal,0,val
PUMP_01,2026-05-12 21:00:00,0.1328,52.6,34.15,54.86,3.956,0.1465,0.0274,17.12,True,Normal,0,val
PUMP_01,2026-05-12 22:00:00,0.1451,48.72,33.91,57.96,4.087,0.1507,0.0242,17.08,True,Normal,0,val
PUMP_01,2026-05-12 23:00:00,0.1352,49.81,34.03,59.31,4.241,0.1537,0.02,17.04,True,Normal,0,val
PUMP_01,2026-05-13 00:00:00,0.1303,48.03,35.41,58.72,3.981,0.1445,0.0144,17.0,True,Normal,0,val
PUMP_01,2026-05-13 01:00:00,0.1438,47.81,33.91,58.36,3.9,0.1414,0.0114,16.96,True,Normal,0,val
PUMP_01,2026-05-13 02:00:00,0.1749,48.82,34.36,58.78,3.959,0.1437,0.0164,16.92,True,Normal,0,val
PUMP_01,2026-05-13 03:00:00,0.1697,49.33,34.43,59.32,4.005,0.1498,0.0183,16.88,True,Normal,0,val
PUMP_01,2026-05-13 04:00:00,0.1441,49.39,33.96,59.71,3.946,0.1497,0.0184,16.83,True,Normal,0,val
PUMP_01,2026-05-13 05:00:00,0.1549,49.66,34.16,58.54,3.926,0.153,0.017,16.79,True,Normal,0,val
PUMP_01,2026-05-13 06:00:00,0.1712,47.53,34.01,57.62,3.966,0.1598,0.014,16.75,True,Normal,0,val
PUMP_01,2026-05-13 07:00:00,0.1511,49.06,34.12,55.22,4.032,0.161,0.0126,16.71,True,Normal,0,val
PUMP_01,2026-05-13 08:00:00,0.1599,50.75,33.65,59.17,3.986,0.1585,0.0106,16.67,True,Normal,0,val
PUMP_01,2026-05-13 09:00:00,0.1631,47.96,33.7,58.62,3.929,0.1574,0.0095,16.62,True,Normal,0,val
PUMP_01,2026-05-13 10:00:00,0.1609,49.47,34.01,58.18,3.946,0.1602,0.0069,16.58,True,Normal,0,val
PUMP_01,2026-05-13 11:00:00,0.1564,50.44,32.82,57.17,3.967,0.1604,0.0067,16.54,True,Normal,0,val
PUMP_01,2026-05-13 12:00:00,0.1402,48.83,34.9,59.16,3.92,0.1553,0.0085,16.5,True,Normal,0,val
PUMP_01,2026-05-13 13:00:00,0.1391,50.51,35.3,57.69,3.943,0.1533,0.0108,16.46,True,Normal,0,val
PUMP_01,2026-05-13 14:00:00,0.128,47.72,34.1,57.96,4.051,0.148,0.0142,16.42,True,Normal,0,val
PUMP_01,2026-05-13 15:00:00,0.1195,51.33,34.4,57.93,3.982,0.1407,0.0159,16.38,True,Normal,0,val
PUMP_01,2026-05-13 16:00:00,0.1396,50.55,34.65,58.54,3.86,0.1371,0.0125,16.33,True,Normal,0,val
PUMP_01,2026-05-13 17:00:00,0.1526,50.08,33.21,56.62,4.082,0.1365,0.0114,16.29,True,Normal,0,val
PUMP_01,2026-05-13 18:00:00,0.1193,51.69,34.56,58.68,4.033,0.133,0.0131,16.25,True,Normal,0,val
PUMP_01,2026-05-13 19:00:00,0.1444,49.51,33.74,57.13,3.889,0.1339,0.0138,16.21,True,Normal,0,val
PUMP_01,2026-05-13 20:00:00,0.1531,49.07,35.37,57.18,3.971,0.1381,0.0153,16.17,True,Normal,0,val
PUMP_01,2026-05-13 21:00:00,0.1154,52.06,33.89,59.06,3.937,0.1374,0.0164,16.12,True,Normal,0,val
PUMP_01,2026-05-13 22:00:00,0.1409,52.76,34.54,56.81,4.054,0.1376,0.0164,16.08,True,Normal,0,val
PUMP_01,2026-05-13 23:00:00,0.1721,48.96,33.89,59.06,3.97,0.1409,0.0212,16.04,True,Normal,0,val
PUMP_01,2026-05-14 00:00:00,0.1583,49.83,35.32,58.12,3.994,0.1474,0.0192,16.0,True,Normal,0,val
PUMP_01,2026-05-14 01:00:00,0.1245,51.57,33.69,56.02,3.985,0.144,0.0214,15.96,True,Normal,0,val
PUMP_01,2026-05-14 02:00:00,0.1649,49.88,34.7,59.64,3.882,0.146,0.0229,15.92,True,Normal,0,val
PUMP_01,2026-05-14 03:00:00,0.1459,50.89,34.38,58.37,4.112,0.1511,0.0174,15.88,True,Normal,0,val
PUMP_01,2026-05-14 04:00:00,0.169,51.17,34.24,58.47,4.053,0.1558,0.0179,15.83,True,Normal,0,val
PUMP_01,2026-05-14 05:00:00,0.1493,49.16,34.14,59.21,3.94,0.152,0.0161,15.79,True,Normal,0,val
PUMP_01,2026-05-14 06:00:00,0.1592,50.63,33.6,59.8,4.015,0.1521,0.0162,15.75,True,Normal,0,val
PUMP_01,2026-05-14 07:00:00,0.1516,49.99,32.45,58.24,4.078,0.1566,0.0092,15.71,True,Normal,0,val
PUMP_01,2026-05-14 08:00:00,0.1587,48.17,34.64,58.74,4.004,0.1556,0.0084,15.67,True,Normal,0,val
PUMP_01,2026-05-14 09:00:00,0.1486,48.52,33.71,58.45,4.125,0.1561,0.0078,15.62,True,Normal,0,val
PUMP_01,2026-05-14 10:00:00,0.1516,49.02,34.7,57.59,4.233,0.1532,0.0046,15.58,True,Normal,0,val
PUMP_01,2026-05-14 11:00:00,0.135,51.39,34.21,56.1,3.99,0.1508,0.0088,15.54,True,Normal,0,val
PUMP_01,2026-05-14 12:00:00,0.1574,51.44,34.72,58.26,3.953,0.1505,0.0085,15.5,True,Normal,0,val
PUMP_01,2026-05-14 13:00:00,0.15,51.12,34.48,59.65,3.921,0.1502,0.0085,15.46,True,Normal,0,val
PUMP_01,2026-05-14 14:00:00,0.1208,50.66,32.52,58.7,3.823,0.1439,0.0135,15.42,True,Normal,0,val
PUMP_01,2026-05-14 15:00:00,0.1578,50.62,34.37,56.72,4.1,0.1454,0.0146,15.38,True,Normal,0,val
PUMP_01,2026-05-14 16:00:00,0.1387,50.42,33.79,59.32,3.972,0.1433,0.0145,15.33,True,Normal,0,val
PUMP_01,2026-05-14 17:00:00,0.1428,50.61,34.7,57.63,4.07,0.1446,0.0139,15.29,True,Normal,0,val
PUMP_01,2026-05-14 18:00:00,0.1515,50.71,34.35,55.49,4.086,0.1436,0.013,15.25,True,Normal,0,val
PUMP_01,2026-05-14 19:00:00,0.1453,47.89,34.36,59.22,3.914,0.1428,0.0127,15.21,True,Normal,0,val
PUMP_01,2026-05-14 20:00:00,0.1588,48.81,33.84,56.87,3.926,0.1492,0.0082,15.17,True,Normal,0,val
PUMP_01,2026-05-14 21:00:00,0.1385,48.46,33.45,60.14,4.14,0.1459,0.0079,15.12,True,Normal,0,val
PUMP_01,2026-05-14 22:00:00,0.1605,51.66,33.74,59.38,3.994,0.1496,0.0089,15.08,True,Normal,0,val
PUMP_01,2026-05-14 23:00:00,0.1493,52.48,32.92,57.73,3.947,0.1506,0.0083,15.04,True,Normal,0,val
PUMP_01,2026-05-15 00:00:00,0.1576,46.75,33.65,58.55,3.916,0.1517,0.0088,15.0,True,Normal,0,val
PUMP_01,2026-05-15 01:00:00,0.1586,52.35,33.12,60.91,3.989,0.1539,0.0085,14.96,True,Normal,0,val
PUMP_01,2026-05-15 02:00:00,0.1736,50.13,33.14,59.2,4.121,0.1564,0.0117,14.92,True,Normal,0,val
PUMP_01,2026-05-15 03:00:00,0.1679,51.52,34.07,58.29,4.055,0.1612,0.0085,14.88,True,Normal,0,val
PUMP_01,2026-05-15 04:00:00,0.152,50.76,34.32,61.47,4.015,0.1598,0.0093,14.83,True,Normal,0,val
PUMP_01,2026-05-15 05:00:00,0.15,52.16,33.98,58.14,4.127,0.1599,0.0092,14.79,True,Normal,0,val
PUMP_01,2026-05-15 06:00:00,0.1593,50.31,33.7,58.7,4.112,0.1602,0.0091,14.75,True,Normal,0,val
PUMP_01,2026-05-15 07:00:00,0.1483,47.95,33.43,56.88,4.027,0.1585,0.0103,14.71,True,Normal,0,val
PUMP_01,2026-05-15 08:00:00,0.1429,49.84,33.81,55.99,4.222,0.1534,0.0089,14.67,True,Normal,0,val
